,Bacteroides vulgatus ATCC 8482_0.4.pkl,Lactobacillus plantarum WCFS1_0.4.pkl
L. plantarum_gapfilled_15,,"{'EX_cpd00023_e': 0.7011217224809085, 'EX_cpd00224_e': 0.7011217113632731, 'EX_cpd00027_e': 0.7011216666574985, 'EX_cpd01171_e': 0.7011216666574119, 'EX_cpd00154_e': 0.7011216666574119, 'EX_cpd08306_e': 0.7011216666574119, 'EX_cpd00309_e': 0.7011216666574119, 'EX_cpd00108_e': 0.7011216666574119, 'EX_cpd00159_e': 0.7011216677596742, 'EX_cpd00540_e': 0.7011216666574305, 'EX_cpd11597_e': 0.7011216666650859, 'EX_cpd08305_e': 0.7011216666650859, 'EX_cpd00039_e': 0.7011216666650859, 'EX_cpd00011_e': 0.7011216666650859, 'EX_cpd00322_e': 0.7011216666574118, 'EX_cpd00111_e': 0.7011216666650859, 'EX_cpd00028_e': 0.7011216666650859, 'EX_cpd00066_e': 0.7011216666650859, 'EX_cpd01188_e': 0.7011216666650859, 'EX_cpd01080_e': 0.7011216666650859, 'EX_cpd00010_e': 0.7011216666650859, 'EX_cpd00264_e': 0.7011216666574119, 'EX_cpd11606_e': 0.7011216666574119, 'EX_cpd00069_e': 0.7011216666650859, 'EX_cpd00060_e': 0.7011216666650859, 'EX_cpd00305_e': 0.7011216666574119, 'EX_cpd00080_e': 0.7011216666574119}"
L. plantarum_gapfilled_16,,"{'EX_cpd00023_e': 0.1992718992325399, 'EX_cpd00224_e': 0.19927189921887858, 'EX_cpd00027_e': 0.1992718992233919, 'EX_cpd01171_e': 0.1992718992233919, 'EX_cpd00154_e': 0.1992718992233919, 'EX_cpd08306_e': 0.1992718992233919, 'EX_cpd00309_e': 0.1992718992233919, 'EX_cpd00108_e': 0.1992718992233919, 'EX_cpd00159_e': 0.19927189922377392, 'EX_cpd00540_e': 0.1992718992233919, 'EX_cpd11597_e': 0.1992718992233919, 'EX_cpd08305_e': 0.1992718992233919, 'EX_cpd00039_e': 0.1992718992233919, 'EX_cpd00011_e': 0.1992718992233919, 'EX_cpd00322_e': 0.19927189922355235, 'EX_cpd00111_e': 0.1992718992233919, 'EX_cpd00028_e': 0.1992718992233919, 'EX_cpd00066_e': 0.1992718992233919, 'EX_cpd01188_e': 0.1992718992233919, 'EX_cpd01080_e': 0.19927189922355235, 'EX_cpd00010_e': 0.1992718992233919, 'EX_cpd00264_e': 0.19927189922355235, 'EX_cpd11606_e': 0.19927189922355235, 'EX_cpd00069_e': 0.1992718992233919, 'EX_cpd00060_e': 0.1992718992233919, 'EX_cpd00305_e': 0.19927189922355235, 'EX_cpd00080_e': 0.1992718992233919}"
L. plantarum_gapfilled_17,,"{'EX_cpd00023_e': 0.19917248537125287, 'EX_cpd00224_e': 0.19917248537127016, 'EX_cpd00027_e': 0.19917248537125806, 'EX_cpd01171_e': 0.19917248537127188, 'EX_cpd00154_e': 0.19917248537127188, 'EX_cpd08306_e': 0.19917248537127188, 'EX_cpd00309_e': 0.1991724853706655, 'EX_cpd00108_e': 0.19917248537127188, 'EX_cpd00159_e': 0.19917248537127188, 'EX_cpd00540_e': 0.19917248537127188, 'EX_cpd11597_e': 0.19917248537127188, 'EX_cpd08305_e': 0.19917248537127188, 'EX_cpd00039_e': 0.19917248537127188, 'EX_cpd00011_e': 0.19917248537127188, 'EX_cpd00322_e': 0.19917248537127188, 'EX_cpd00111_e': 0.19917248537127188, 'EX_cpd00028_e': 0.19917248537127188, 'EX_cpd00066_e': 0.19917248537127188, 'EX_cpd01188_e': 0.19917248537127188, 'EX_cpd01080_e': 0.19917248537127188, 'EX_cpd00010_e': 0.19917248537127188, 'EX_cpd00264_e': 0.19917248537127188, 'EX_cpd11606_e': 0.19917248537127188, 'EX_cpd00069_e': 0.19917248537127188, 'EX_cpd00060_e': 0.19917248537127188, 'EX_cpd00305_e': 0.19917248537127188, 'EX_cpd00080_e': 0.19917248537127188}"
L. plantarum_gapfilled_18,,"{'EX_cpd00023_e': 0.19092520967060098, 'EX_cpd00224_e': 0.1909252096768616, 'EX_cpd00027_e': 0.19092520966326304, 'EX_cpd01171_e': 0.19092520966326304, 'EX_cpd00154_e': 0.19092520966326304, 'EX_cpd08306_e': 0.19092520966326304, 'EX_cpd00309_e': 0.19092520966323906, 'EX_cpd00108_e': 0.19092520966326304, 'EX_cpd00159_e': 0.19092520967985868, 'EX_cpd00540_e': 0.19092520966326304, 'EX_cpd11597_e': 0.19092520966326304, 'EX_cpd08305_e': 0.19092520966326304, 'EX_cpd00039_e': 0.19092520966326304, 'EX_cpd00011_e': 0.19092520966328705, 'EX_cpd00322_e': 0.19092520966326304, 'EX_cpd00111_e': 0.19092520966326304, 'EX_cpd00028_e': 0.19092520966326304, 'EX_cpd00066_e': 0.19092520966326304, 'EX_cpd01188_e': 0.19092520966326304, 'EX_cpd01080_e': 0.19092520966326304, 'EX_cpd00010_e': 0.19092520966326304, 'EX_cpd00264_e': 0.19092520966326304, 'EX_cpd11606_e': 0.19092520966326304, 'EX_cpd00069_e': 0.19092520966326304, 'EX_cpd00060_e': 0.19092520966326304, 'EX_cpd00305_e': 0.19092520966326304, 'EX_cpd00080_e': 0.19092520966469792}"
L. plantarum_gapfilled_19,,"{'EX_cpd00023_e': 0.19999287617093772, 'EX_cpd00224_e': 0.1999928761708792, 'EX_cpd00027_e': 0.19999287617093486, 'EX_cpd01171_e': 0.19999287617093486, 'EX_cpd00154_e': 0.19999287617093486, 'EX_cpd08306_e': 0.19999287617093486, 'EX_cpd00309_e': 0.19999287617093486, 'EX_cpd00108_e': 0.19999287617093486, 'EX_cpd00159_e': 0.1999928761708286, 'EX_cpd00540_e': 0.19999287617093486, 'EX_cpd11597_e': 0.19999287617093486, 'EX_cpd08305_e': 0.19999287617093486, 'EX_cpd00039_e': 0.19999287617093486, 'EX_cpd00011_e': 0.19999287617093486, 'EX_cpd00322_e': 0.19999287617093486, 'EX_cpd00111_e': 0.19999287617093486, 'EX_cpd00028_e': 0.19999287617093486, 'EX_cpd00066_e': 0.19999287617093486, 'EX_cpd01188_e': 0.19999287617093486, 'EX_cpd01080_e': 0.19999287617093486, 'EX_cpd00010_e': 0.19999287617093486, 'EX_cpd00264_e': 0.19999287617093486, 'EX_cpd11606_e': 0.19999287617093486, 'EX_cpd00069_e': 0.19999287617093486, 'EX_cpd00060_e': 0.19999287617093486, 'EX_cpd00305_e': 0.19999287617093486, 'EX_cpd00080_e': 0.19999287617093486}"
L. plantarum_gapfilled_20,,"{'EX_cpd00023_e': 0.04828580918991164, 'EX_cpd00224_e': 0.04828580920135815, 'EX_cpd00027_e': 0.04828580918995705, 'EX_cpd01171_e': 0.04828580919011508, 'EX_cpd00154_e': 0.04828580919011509, 'EX_cpd08306_e': 0.04828580919011509, 'EX_cpd00309_e': 0.04828580918988215, 'EX_cpd00108_e': 0.04828580919011328, 'EX_cpd00159_e': 0.04828580919222055, 'EX_cpd00540_e': 0.04828580919011328, 'EX_cpd11597_e': 0.04828580919011328, 'EX_cpd08305_e': 0.04828580919011328, 'EX_cpd00039_e': 0.04828580919011328, 'EX_cpd00011_e': 0.04828580919011328, 'EX_cpd00322_e': 0.04828580919011328, 'EX_cpd00111_e': 0.04828580919011328, 'EX_cpd00028_e': 0.04828580919011328, 'EX_cpd00066_e': 0.04828580919011328, 'EX_cpd01188_e': 0.04828580919011328, 'EX_cpd01080_e': 0.04828580919011328, 'EX_cpd00010_e': 0.04828580919011328, 'EX_cpd00264_e': 0.04828580919011328, 'EX_cpd11606_e': 0.04828580919011328, 'EX_cpd00069_e': 0.04828580919011328, 'EX_cpd00060_e': 0.04828580919011328, 'EX_cpd00305_e': 0.04828580919011328, 'EX_cpd00080_e': 0.0482858091901152}"
L. plantarum_gapfilled_21,,"{'EX_cpd00023_e': 0.07342984578202784, 'EX_cpd00224_e': 0.07342984577412487, 'EX_cpd00027_e': 0.07342984577582232, 'EX_cpd01171_e': 0.0734298457758224, 'EX_cpd00154_e': 0.0734298457758224, 'EX_cpd08306_e': 0.0734298457758224, 'EX_cpd00309_e': 0.0734298457758224, 'EX_cpd00108_e': 0.0734298457758224, 'EX_cpd00159_e': 0.07342984576603853, 'EX_cpd00540_e': 0.0734298457758224, 'EX_cpd11597_e': 0.0734298457758224, 'EX_cpd08305_e': 0.0734298457758224, 'EX_cpd00039_e': 0.0752512797089747, 'EX_cpd00011_e': 0.07342984577594225, 'EX_cpd00322_e': 0.07342984577463986, 'EX_cpd00111_e': 0.07342984577598627, 'EX_cpd00028_e': 0.07342984577594225, 'EX_cpd00066_e': 0.07342984577594225, 'EX_cpd01188_e': 0.07342984577594225, 'EX_cpd01080_e': 0.07342984577463986, 'EX_cpd00010_e': 0.07342984577594225, 'EX_cpd00264_e': 0.07342984577463986, 'EX_cpd11606_e': 0.07342984577463986, 'EX_cpd00069_e': 0.07342984577594225, 'EX_cpd00060_e': 0.07342984577594225, 'EX_cpd00305_e': 0.07342984577463986, 'EX_cpd00080_e': 0.07342984577582219}"
L. plantarum_gapfilled_22,,"{'EX_cpd00023_e': 0.20008331895269418, 'EX_cpd00224_e': 0.20008331194515452, 'EX_cpd00027_e': 0.2000833416447975, 'EX_cpd01171_e': 0.20008334164482872, 'EX_cpd00154_e': 0.20008334164482872, 'EX_cpd08306_e': 0.20008334164482872, 'EX_cpd00309_e': 0.20008334161663188, 'EX_cpd00108_e': 0.20008334162531247, 'EX_cpd00159_e': 0.20008334163570704, 'EX_cpd00540_e': 0.2000833416217206, 'EX_cpd11597_e': 0.2000833416357055, 'EX_cpd08305_e': 0.2000833416357055, 'EX_cpd00039_e': 0.2000833416357055, 'EX_cpd00011_e': 0.2000833416357055, 'EX_cpd00322_e': 0.2000833416357055, 'EX_cpd00111_e': 0.2000833416357055, 'EX_cpd00028_e': 0.2000833416357055, 'EX_cpd00066_e': 0.2000833416357055, 'EX_cpd01188_e': 0.2000833416357055, 'EX_cpd01080_e': 0.2000833416357055, 'EX_cpd00010_e': 0.2000833416357055, 'EX_cpd00264_e': 0.2000833416357055, 'EX_cpd11606_e': 0.2000833416357055, 'EX_cpd00069_e': 0.2000833416357055, 'EX_cpd00060_e': 0.2000833416357055, 'EX_cpd00305_e': 0.2000833416357055, 'EX_cpd00080_e': 0.20008334164497102}"
L. plantarum_gapfilled_23,,"{'EX_cpd00023_e': 0.06504444346501843, 'EX_cpd00224_e': 0.06504444346199705, 'EX_cpd00027_e': 0.065044443462535, 'EX_cpd01171_e': 0.065044443462535, 'EX_cpd00154_e': 0.065044443462535, 'EX_cpd08306_e': 0.065044443462535, 'EX_cpd00309_e': 0.065044443462535, 'EX_cpd00108_e': 0.065044443462535, 'EX_cpd00159_e': 0.06504444346199621, 'EX_cpd00540_e': 0.065044443462535, 'EX_cpd11597_e': 0.065044443462535, 'EX_cpd08305_e': 0.065044443462535, 'EX_cpd00039_e': 0.065044443462535, 'EX_cpd00011_e': 0.065044443462535, 'EX_cpd00322_e': 0.06663120157521372, 'EX_cpd00111_e': 0.065044443462535, 'EX_cpd00028_e': 0.065044443462535, 'EX_cpd00066_e': 0.065044443462535, 'EX_cpd01188_e': 0.065044443462535, 'EX_cpd01080_e': 0.065044443462535, 'EX_cpd00010_e': 0.065044443462535, 'EX_cpd00264_e': 0.06504444346228608, 'EX_cpd11606_e': 0.06504444346228608, 'EX_cpd00069_e': 0.065044443462535, 'EX_cpd00060_e': 0.065044443462535, 'EX_cpd00305_e': 0.06504444346228608, 'EX_cpd00080_e': 0.065044443462535}"
L. plantarum_gapfilled_24,,"{'EX_cpd00023_e': 0.19962374132400768, 'EX_cpd00224_e': 0.19962374133612334, 'EX_cpd00027_e': 0.19962374132762306, 'EX_cpd01171_e': 0.19962374132762306, 'EX_cpd00154_e': 0.19962374132762306, 'EX_cpd08306_e': 0.19962374132762306, 'EX_cpd00309_e': 0.1996237413283496, 'EX_cpd00108_e': 0.19962374132867927, 'EX_cpd00159_e': 0.19962374132839858, 'EX_cpd00540_e': 0.19962374132794355, 'EX_cpd11597_e': 0.1996237413307271, 'EX_cpd08305_e': 0.1996237413307271, 'EX_cpd00039_e': 0.1996237413307271, 'EX_cpd00011_e': 0.1996237413307271, 'EX_cpd00322_e': 0.1996237413307271, 'EX_cpd00111_e': 0.1996237413307271, 'EX_cpd00028_e': 0.1996237413307271, 'EX_cpd00066_e': 0.1996237413307271, 'EX_cpd01188_e': 0.1996237413307271, 'EX_cpd01080_e': 0.1996237413307271, 'EX_cpd00010_e': 0.1996237413307271, 'EX_cpd00264_e': 0.1996237413307271, 'EX_cpd11606_e': 0.1996237413307271, 'EX_cpd00069_e': 0.1996237413307271, 'EX_cpd00060_e': 0.1996237413307271, 'EX_cpd00305_e': 0.1996237413307271, 'EX_cpd00080_e': 0.19962374132762306}"
L. plantarum_gapfilled_25,,"{'EX_cpd00023_e': 0.03878256050800697, 'EX_cpd00224_e': 0.03878256050800716, 'EX_cpd00027_e': 0.03878256050800707, 'EX_cpd01171_e': 0.03878256050800707, 'EX_cpd00154_e': 0.03878256050800707, 'EX_cpd08306_e': 0.03878256050800707, 'EX_cpd00309_e': 0.03878256050800707, 'EX_cpd00108_e': 0.03878256050800707, 'EX_cpd00159_e': 0.03878256050800697, 'EX_cpd00540_e': 0.03878256050800707, 'EX_cpd11597_e': 0.03878256050800707, 'EX_cpd08305_e': 0.03878256050800707, 'EX_cpd00039_e': 0.03878256050800707, 'EX_cpd00011_e': 0.03878256050800707, 'EX_cpd00322_e': 0.038782560508007054, 'EX_cpd00111_e': 0.038782560508007054, 'EX_cpd00028_e': 0.038782560508007054, 'EX_cpd00066_e': 0.038782560508007054, 'EX_cpd01188_e': 0.038782560508007054, 'EX_cpd01080_e': 0.038782560508007054, 'EX_cpd00010_e': 0.038782560508007054, 'EX_cpd00264_e': 0.038782560508007054, 'EX_cpd11606_e': 0.038782560508007054, 'EX_cpd00069_e': 0.038782560508007054, 'EX_cpd00060_e': 0.038782560508007054, 'EX_cpd00305_e': 0.038782560508007054, 'EX_cpd00080_e': 0.03878256050800707}"
L. plantarum_gapfilled_26,,"{'EX_cpd00023_e': 0.1681210254495199, 'EX_cpd00224_e': 0.1681210254419431, 'EX_cpd00027_e': 0.16812102544216334, 'EX_cpd01171_e': 0.1681210254419431, 'EX_cpd00154_e': 0.1681210254419431, 'EX_cpd08306_e': 0.1681210254419431, 'EX_cpd00309_e': 0.16812102543967447, 'EX_cpd00108_e': 0.1681210254419431, 'EX_cpd00159_e': 0.1681210254419431, 'EX_cpd00540_e': 0.1681210254419431, 'EX_cpd11597_e': 0.1681210254419431, 'EX_cpd08305_e': 0.1681210254419431, 'EX_cpd00039_e': 0.1681210254419431, 'EX_cpd00011_e': 0.1681210254419431, 'EX_cpd00322_e': 0.1681210254419431, 'EX_cpd00111_e': 0.1681210254419431, 'EX_cpd00028_e': 0.1681210254419431, 'EX_cpd00066_e': 0.1681210254419431, 'EX_cpd01188_e': 0.1681210254419431, 'EX_cpd01080_e': 0.1681210254419431, 'EX_cpd00010_e': 0.1681210254419431, 'EX_cpd00264_e': 0.1681210254419431, 'EX_cpd11606_e': 0.1681210254419431, 'EX_cpd00069_e': 0.1681210254419431, 'EX_cpd00060_e': 0.1681210254419431, 'EX_cpd00305_e': 0.1681210254419431, 'EX_cpd00080_e': 0.1681210254419431}"
L. plantarum_gapfilled_27,,"{'EX_cpd00023_e': 0.20047662214122264, 'EX_cpd00224_e': 0.20047662213391357, 'EX_cpd00027_e': 0.20047662213228246, 'EX_cpd01171_e': 0.20047662213228246, 'EX_cpd00154_e': 0.20047662213228246, 'EX_cpd08306_e': 0.20047662213228246, 'EX_cpd00309_e': 0.20047662213228246, 'EX_cpd00108_e': 0.20047662213228246, 'EX_cpd00159_e': 0.200476622133513, 'EX_cpd00540_e': 0.20047662213455653, 'EX_cpd11597_e': 0.20047662213559916, 'EX_cpd08305_e': 0.20047662213559916, 'EX_cpd00039_e': 0.20047662213559916, 'EX_cpd00011_e': 0.20047662213559916, 'EX_cpd00322_e': 0.20047662213559916, 'EX_cpd00111_e': 0.20047662213559916, 'EX_cpd00028_e': 0.20047662213559916, 'EX_cpd00066_e': 0.20047662213559916, 'EX_cpd01188_e': 0.20047662213559916, 'EX_cpd01080_e': 0.20047662213559916, 'EX_cpd00010_e': 0.20047662213559916, 'EX_cpd00264_e': 0.20047662213559916, 'EX_cpd11606_e': 0.20047662213559916, 'EX_cpd00069_e': 0.20047662213559916, 'EX_cpd00060_e': 0.20047662213559916, 'EX_cpd00305_e': 0.20047662213559916, 'EX_cpd00080_e': 0.20047662213228246}"
L. plantarum_gapfilled_28,,"{'EX_cpd00023_e': 0.04828580919241668, 'EX_cpd00224_e': 0.048285809192471524, 'EX_cpd00027_e': 0.04828580919011326, 'EX_cpd01171_e': 0.04828580919011326, 'EX_cpd00154_e': 0.04828580919011326, 'EX_cpd08306_e': 0.04828580919011326, 'EX_cpd00309_e': 0.04828580919011326, 'EX_cpd00108_e': 0.04828580919011326, 'EX_cpd00159_e': 0.04828580919136455, 'EX_cpd00540_e': 0.04828580919011326, 'EX_cpd11597_e': 0.04828580919011326, 'EX_cpd08305_e': 0.04828580919011326, 'EX_cpd00039_e': 0.04828580919011326, 'EX_cpd00011_e': 0.04828580919011326, 'EX_cpd00322_e': 0.04828580919011325, 'EX_cpd00111_e': 0.04828580919011325, 'EX_cpd00028_e': 0.04828580919011325, 'EX_cpd00066_e': 0.04828580919011325, 'EX_cpd01188_e': 0.04828580919011325, 'EX_cpd01080_e': 0.04828580919011325, 'EX_cpd00010_e': 0.04828580919011325, 'EX_cpd00264_e': 0.04828580919011325, 'EX_cpd11606_e': 0.04828580919011325, 'EX_cpd00069_e': 0.04828580919011325, 'EX_cpd00060_e': 0.04828580919011325, 'EX_cpd00305_e': 0.04828580919011325, 'EX_cpd00080_e': 0.04828580919011326}"
L. plantarum_gapfilled_29,,"{'EX_cpd00023_e': 0.3501882694234557, 'EX_cpd00224_e': 0.3501882694244335, 'EX_cpd00027_e': 0.350188269422292, 'EX_cpd01171_e': 0.350188269422292, 'EX_cpd00154_e': 0.350188269422292, 'EX_cpd08306_e': 0.350188269422292, 'EX_cpd00309_e': 0.3501882698346308, 'EX_cpd00108_e': 0.35018826942440306, 'EX_cpd00159_e': 0.35018826952982274, 'EX_cpd00540_e': 0.35018826942440306, 'EX_cpd11597_e': 0.35018826942440306, 'EX_cpd08305_e': 0.35018826942440306, 'EX_cpd00039_e': 0.35018826942440306, 'EX_cpd00011_e': 0.35018826942440306, 'EX_cpd00322_e': 0.35018826942440306, 'EX_cpd00111_e': 0.35018826942440306, 'EX_cpd00028_e': 0.35018826942440306, 'EX_cpd00066_e': 0.35018826942440306, 'EX_cpd01188_e': 0.35018826942440306, 'EX_cpd01080_e': 0.35018826942440306, 'EX_cpd00010_e': 0.35018826942440306, 'EX_cpd00264_e': 0.35018826942440306, 'EX_cpd11606_e': 0.35018826942440306, 'EX_cpd00069_e': 0.35018826942440306, 'EX_cpd00060_e': 0.35018826942440306, 'EX_cpd00305_e': 0.35018826942440306, 'EX_cpd00080_e': 0.350188269422292}"
L. plantarum_gapfilled_30,,"{'EX_cpd00023_e': 0.05003312927601727, 'EX_cpd00224_e': 0.05003312927621389, 'EX_cpd00027_e': 0.050033129276213895, 'EX_cpd01171_e': 0.050033129276213895, 'EX_cpd00154_e': 0.050033129276213895, 'EX_cpd08306_e': 0.050033129276213895, 'EX_cpd00309_e': 0.050033129276213895, 'EX_cpd00108_e': 0.050033129276213895, 'EX_cpd00159_e': 0.05003312927621388, 'EX_cpd00540_e': 0.050033129276213895, 'EX_cpd11597_e': 0.050033129276213895, 'EX_cpd08305_e': 0.050033129276213895, 'EX_cpd00039_e': 0.050033129276213895, 'EX_cpd00011_e': 0.050033129276213895, 'EX_cpd00322_e': 0.050033129276213895, 'EX_cpd00111_e': 0.050033129276213895, 'EX_cpd00028_e': 0.050033129276213895, 'EX_cpd00066_e': 0.050033129276213895, 'EX_cpd01188_e': 0.050033129276213895, 'EX_cpd01080_e': 0.050033129276213895, 'EX_cpd00010_e': 0.050033129276213895, 'EX_cpd00264_e': 0.050033129276213895, 'EX_cpd11606_e': 0.050033129276213895, 'EX_cpd00069_e': 0.050033129276213895, 'EX_cpd00060_e': 0.050033129276213895, 'EX_cpd00305_e': 0.050033129276213895, 'EX_cpd00080_e': 0.050033129276213895}"
L. plantarum_gapfilled_31,,"{'EX_cpd00023_e': 0.05003312927625613, 'EX_cpd00224_e': 0.05003312927601205, 'EX_cpd00027_e': 0.050033129275589706, 'EX_cpd01171_e': 0.050033129277695446, 'EX_cpd00154_e': 0.050033129277695446, 'EX_cpd08306_e': 0.050033129277695446, 'EX_cpd00309_e': 0.050033129277695446, 'EX_cpd00108_e': 0.05003312928775022, 'EX_cpd00159_e': 0.0500331292751559, 'EX_cpd00540_e': 0.050033129284466224, 'EX_cpd11597_e': 0.05003312927992824, 'EX_cpd08305_e': 0.05003312926979462, 'EX_cpd00039_e': 0.05003312926979462, 'EX_cpd00011_e': 0.05003312926979462, 'EX_cpd00322_e': 0.05003312926979462, 'EX_cpd00111_e': 0.05003312926979462, 'EX_cpd00028_e': 0.05003312926979462, 'EX_cpd00066_e': 0.05003312926979462, 'EX_cpd01188_e': 0.05003312926979462, 'EX_cpd01080_e': 0.05003312926979462, 'EX_cpd00010_e': 0.05003312926979462, 'EX_cpd00264_e': 0.05003312926979462, 'EX_cpd11606_e': 0.05003312926979462, 'EX_cpd00069_e': 0.05003312926979462, 'EX_cpd00060_e': 0.05003312926979462, 'EX_cpd00305_e': 0.05003312926979462, 'EX_cpd00080_e': 0.05003312928239053}"
L. plantarum_gapfilled_32,,"{'EX_cpd00023_e': 0.05003312927436672, 'EX_cpd00224_e': 0.05003312927455274, 'EX_cpd00027_e': 0.05003312927621391, 'EX_cpd01171_e': 0.05003312927621391, 'EX_cpd00154_e': 0.05003312927621391, 'EX_cpd08306_e': 0.05003312927621391, 'EX_cpd00309_e': 0.05003312927621391, 'EX_cpd00108_e': 0.05003312927621391, 'EX_cpd00159_e': 0.05003312927350511, 'EX_cpd00540_e': 0.05003312927621391, 'EX_cpd11597_e': 0.05003312927621391, 'EX_cpd08305_e': 0.05003312927621391, 'EX_cpd00039_e': 0.05003312927621391, 'EX_cpd00011_e': 0.05003312927621391, 'EX_cpd00322_e': 0.05003312927621391, 'EX_cpd00111_e': 0.05003312927621391, 'EX_cpd00028_e': 0.05003312927621391, 'EX_cpd00066_e': 0.05003312927621391, 'EX_cpd01188_e': 0.05003312927621391, 'EX_cpd01080_e': 0.05003312927621391, 'EX_cpd00010_e': 0.05003312927621391, 'EX_cpd00264_e': 0.05003312927621391, 'EX_cpd11606_e': 0.05003312927621391, 'EX_cpd00069_e': 0.05003312927621391, 'EX_cpd00060_e': 0.05003312927621391, 'EX_cpd00305_e': 0.05003312927621391, 'EX_cpd00080_e': 0.05003312927621391}"
L. plantarum_gapfilled_33,,"{'EX_cpd00023_e': 0.0387825605073222, 'EX_cpd00224_e': 0.03878256050967822, 'EX_cpd00027_e': 0.038782560508007116, 'EX_cpd01171_e': 0.038782560508007116, 'EX_cpd00154_e': 0.038782560508007116, 'EX_cpd08306_e': 0.038782560508007116, 'EX_cpd00309_e': 0.038782560508007095, 'EX_cpd00108_e': 0.03878256050800707, 'EX_cpd00159_e': 0.03878256050853563, 'EX_cpd00540_e': 0.038782560508007075, 'EX_cpd11597_e': 0.038782560508007075, 'EX_cpd08305_e': 0.038782560508007075, 'EX_cpd00039_e': 0.038782560508007075, 'EX_cpd00011_e': 0.038782560508007075, 'EX_cpd00322_e': 0.038782560508007075, 'EX_cpd00111_e': 0.038782560508007075, 'EX_cpd00028_e': 0.038782560508007075, 'EX_cpd00066_e': 0.038782560508007075, 'EX_cpd01188_e': 0.038782560508007075, 'EX_cpd01080_e': 0.038782560508007075, 'EX_cpd00010_e': 0.038782560508007075, 'EX_cpd00264_e': 0.038782560508007075, 'EX_cpd11606_e': 0.038782560508007075, 'EX_cpd00069_e': 0.038782560508007075, 'EX_cpd00060_e': 0.038782560508007075, 'EX_cpd00305_e': 0.038782560508007075, 'EX_cpd00080_e': 0.038782560508007116}"
L. plantarum_gapfilled_34,,"{'EX_cpd00023_e': 0.20047662213362302, 'EX_cpd00224_e': 0.20047662213390663, 'EX_cpd00027_e': 0.2004766221353791, 'EX_cpd01171_e': 0.2004766221353791, 'EX_cpd00154_e': 0.2004766221353791, 'EX_cpd08306_e': 0.2004766221353791, 'EX_cpd00309_e': 0.2004766221353791, 'EX_cpd00108_e': 0.2004766221353791, 'EX_cpd00159_e': 0.20047662213312686, 'EX_cpd00540_e': 0.20047662213538436, 'EX_cpd11597_e': 0.2004766221355318, 'EX_cpd08305_e': 0.20047662213571082, 'EX_cpd00039_e': 0.20047662213571082, 'EX_cpd00011_e': 0.20047662213571082, 'EX_cpd00322_e': 0.20047662213571082, 'EX_cpd00111_e': 0.20047662213571082, 'EX_cpd00028_e': 0.20047662213571082, 'EX_cpd00066_e': 0.20047662213571082, 'EX_cpd01188_e': 0.20047662213571082, 'EX_cpd01080_e': 0.20047662213571082, 'EX_cpd00010_e': 0.20047662213571082, 'EX_cpd00264_e': 0.20047662213571082, 'EX_cpd11606_e': 0.20047662213571082, 'EX_cpd00069_e': 0.20047662213571082, 'EX_cpd00060_e': 0.20047662213571082, 'EX_cpd00305_e': 0.20047662213571082, 'EX_cpd00080_e': 0.2004766221353791}"
L. plantarum_gapfilled_35,,"{'EX_cpd00023_e': 0.19998278740017686, 'EX_cpd00224_e': 0.19998278063678873, 'EX_cpd00027_e': 0.19998278926709367, 'EX_cpd01171_e': 0.19998278926709367, 'EX_cpd00154_e': 0.19998278926709367, 'EX_cpd08306_e': 0.19998278926709367, 'EX_cpd00309_e': 0.1999827892673818, 'EX_cpd00108_e': 0.19998278926791824, 'EX_cpd00159_e': 0.19998278651860077, 'EX_cpd00540_e': 0.19998278926791824, 'EX_cpd11597_e': 0.19998278926791824, 'EX_cpd08305_e': 0.19998278926791824, 'EX_cpd00039_e': 0.19998278926791824, 'EX_cpd00011_e': 0.19998278926791824, 'EX_cpd00322_e': 0.19998278926791824, 'EX_cpd00111_e': 0.19998278926791824, 'EX_cpd00028_e': 0.19998278926791824, 'EX_cpd00066_e': 0.19998278926791824, 'EX_cpd01188_e': 0.19998278926791824, 'EX_cpd01080_e': 0.19998278926791824, 'EX_cpd00010_e': 0.19998278926791824, 'EX_cpd00264_e': 0.19998278926791824, 'EX_cpd11606_e': 0.19998278926791824, 'EX_cpd00069_e': 0.19998278926791824, 'EX_cpd00060_e': 0.19998278926791824, 'EX_cpd00305_e': 0.19998278926791824, 'EX_cpd00080_e': 0.19998278926709367}"
