,Bacteroides vulgatus ATCC 8482_0.4.pkl
B. vulgatus_gapfilled_90,"{'EX_cpd00635_e': 2.696621794871838, 'EX_cpd00023_e': 2.6966217948717226, 'EX_cpd00224_e': 2.6966217948717226, 'EX_cpd11595_e': 2.696621794871838, 'EX_cpd01217_e': 2.696621794871928, 'EX_cpd00027_e': 2.6966217948716924, 'EX_cpd01171_e': 2.6966217948716675, 'EX_cpd00154_e': 2.6966217948716675, 'EX_cpd08306_e': 2.6966217948716675, 'EX_cpd00164_e': 2.6966217948716675, 'EX_cpd00309_e': 2.6966217948716675, 'EX_cpd00280_e': 2.6966217948716675, 'EX_cpd00108_e': 2.6966217948716675, 'EX_cpd00159_e': 2.6966217948714766, 'EX_cpd00540_e': 2.6966217948716675, 'EX_cpd11597_e': 2.6966217948716675, 'EX_cpd08305_e': 2.6966217948716675, 'EX_cpd00396_e': 2.6966217948716675, 'EX_cpd00039_e': 2.6966217948716675, 'EX_cpd00011_e': 2.6966217948716675, 'EX_cpd00322_e': 2.6966217948712097, 'EX_cpd00111_e': 2.6966217948712097, 'EX_cpd00028_e': 2.6966217948712097, 'EX_cpd00066_e': 2.6966217948712097, 'EX_cpd01188_e': 2.6966217948716675, 'EX_cpd00357_e': 2.696621794871921, 'EX_cpd00136_e': 2.6966217948712097, 'EX_cpd03847_e': 2.6966217948712097, 'EX_cpd01080_e': 2.6966217948712097, 'EX_cpd03422_e': 2.6966217948712097, 'EX_cpd00010_e': 2.6966217948712097, 'EX_cpd00264_e': 2.6966217948712097, 'EX_cpd11606_e': 2.6966217948712097, 'EX_cpd00069_e': 2.6966217948712097, 'EX_cpd00060_e': 2.6966217948712097, 'EX_cpd00305_e': 2.6966217948712097}"
B. vulgatus_gapfilled_91,"{'EX_cpd00635_e': 0.9016601964504947, 'EX_cpd00023_e': 0.9016601964410825, 'EX_cpd00224_e': 0.9016601964437897, 'EX_cpd11595_e': 0.9016601964504947, 'EX_cpd01217_e': 0.9016601964437897, 'EX_cpd00027_e': 0.9016601964504947, 'EX_cpd01171_e': 0.9016601964504947, 'EX_cpd00154_e': 0.9016601964504947, 'EX_cpd08306_e': 0.9016601964504947, 'EX_cpd00164_e': 0.9016601964504947, 'EX_cpd00309_e': 0.9016601964504947, 'EX_cpd00280_e': 0.9016601964504947, 'EX_cpd00108_e': 0.9016601964504947, 'EX_cpd00159_e': 0.9016601964504379, 'EX_cpd00540_e': 0.9016601964504947, 'EX_cpd11597_e': 0.9016601964504947, 'EX_cpd08305_e': 0.9016601964504947, 'EX_cpd00396_e': 0.9016601964504947, 'EX_cpd00039_e': 0.9016601964504947, 'EX_cpd00011_e': 0.9016601964504947, 'EX_cpd00322_e': 0.9016601964504947, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504947, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504947, 'EX_cpd00357_e': 2.696621794873312, 'EX_cpd00136_e': 0.9016601964504947, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504947, 'EX_cpd00010_e': 0.9016601964504947, 'EX_cpd00264_e': 0.9016601964504947, 'EX_cpd11606_e': 0.9016601964504947, 'EX_cpd00069_e': 0.9016601964504947, 'EX_cpd00060_e': 0.9016601964504947, 'EX_cpd00305_e': 0.9016601964504947}"
B. vulgatus_gapfilled_92,"{'EX_cpd00635_e': 0.3550557245716974, 'EX_cpd00023_e': 0.35505572457153245, 'EX_cpd00224_e': 0.35505572457153245, 'EX_cpd11595_e': 0.3550557245716974, 'EX_cpd01217_e': 0.35505572457153245, 'EX_cpd00027_e': 0.3550557245716974, 'EX_cpd01171_e': 0.3550557245716974, 'EX_cpd00154_e': 0.3550557245716974, 'EX_cpd08306_e': 0.3550557245716974, 'EX_cpd00164_e': 0.3550557245716974, 'EX_cpd00309_e': 0.3550557245716974, 'EX_cpd00280_e': 0.3550557245716974, 'EX_cpd00108_e': 0.3550557245716974, 'EX_cpd00159_e': 0.3550557245680646, 'EX_cpd00540_e': 0.3550557245716974, 'EX_cpd11597_e': 0.3550557245716974, 'EX_cpd08305_e': 0.3550557245716974, 'EX_cpd00396_e': 0.3550557245716974, 'EX_cpd00039_e': 0.3550557245716974, 'EX_cpd00011_e': 0.3550557245716974, 'EX_cpd00322_e': 0.9016601964546184, 'EX_cpd00111_e': 0.3550557245716992, 'EX_cpd00028_e': 0.3550557245716974, 'EX_cpd00066_e': 0.3550557245716974, 'EX_cpd01188_e': 0.3550557245716974, 'EX_cpd00357_e': 0.35505572457106926, 'EX_cpd00136_e': 0.3550557245716974, 'EX_cpd03847_e': 0.3550557245716974, 'EX_cpd01080_e': 0.3550557245716974, 'EX_cpd03422_e': 0.3550557245716974, 'EX_cpd00010_e': 0.3550557245716974, 'EX_cpd00264_e': 0.3550557245784209, 'EX_cpd11606_e': 0.3550557245784209, 'EX_cpd00069_e': 0.3550557245716974, 'EX_cpd00060_e': 0.3550557245716974, 'EX_cpd00305_e': 0.3550557245784209}"
B. vulgatus_gapfilled_93,"{'EX_cpd00635_e': 0.9016601964499035, 'EX_cpd00023_e': 0.901660195961581, 'EX_cpd00224_e': 0.901660196680647, 'EX_cpd11595_e': 0.9016601964499035, 'EX_cpd01217_e': 0.9016601959240828, 'EX_cpd00027_e': 0.9016601964499035, 'EX_cpd01171_e': 0.9016601964499035, 'EX_cpd00154_e': 0.9016601964460247, 'EX_cpd08306_e': 0.9016601964499584, 'EX_cpd00164_e': 0.9016601964499584, 'EX_cpd00309_e': 0.9016601964493639, 'EX_cpd00280_e': 0.9016601964504947, 'EX_cpd00108_e': 0.9016601964504947, 'EX_cpd00159_e': 0.9016601964504943, 'EX_cpd00540_e': 0.9016601964504947, 'EX_cpd11597_e': 0.9016601964504947, 'EX_cpd08305_e': 0.9016601964504947, 'EX_cpd00396_e': 0.9016601964504947, 'EX_cpd00039_e': 0.9016601964504947, 'EX_cpd00011_e': 0.9016601964504947, 'EX_cpd00322_e': 0.9016601964504947, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504947, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504947, 'EX_cpd00357_e': 1.1883133482273365, 'EX_cpd00136_e': 0.9016601964504947, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504947, 'EX_cpd00010_e': 0.9016601964504947, 'EX_cpd00264_e': 0.9016601964504947, 'EX_cpd11606_e': 0.9016601964504947, 'EX_cpd00069_e': 0.9016601964504947, 'EX_cpd00060_e': 0.9016601964504947, 'EX_cpd00305_e': 0.9016601964504947}"
B. vulgatus_gapfilled_94,"{'EX_cpd00635_e': 0.0806843393980739, 'EX_cpd00023_e': 0.08068433939808434, 'EX_cpd00224_e': 0.08068433939810334, 'EX_cpd11595_e': 0.0806843393980739, 'EX_cpd01217_e': 0.08068433940087848, 'EX_cpd00027_e': 0.08068433939814354, 'EX_cpd01171_e': 0.0806843393980739, 'EX_cpd00154_e': 0.08068433939813303, 'EX_cpd08306_e': 0.0806843393980739, 'EX_cpd00164_e': 0.0806843393980739, 'EX_cpd00309_e': 0.08068433939810667, 'EX_cpd00280_e': 0.0806843393980739, 'EX_cpd00108_e': 0.0806843393980739, 'EX_cpd00159_e': 0.08068433940083908, 'EX_cpd00540_e': 0.0806843393980739, 'EX_cpd11597_e': 0.0806843393980739, 'EX_cpd08305_e': 0.0806843393980739, 'EX_cpd00396_e': 0.0806843393980739, 'EX_cpd00039_e': 0.0806843393980739, 'EX_cpd00011_e': 0.0806843393980739, 'EX_cpd00322_e': 0.0806843393980739, 'EX_cpd00111_e': 0.0806843393980739, 'EX_cpd00028_e': 0.0806843393980739, 'EX_cpd00066_e': 0.0806843393980739, 'EX_cpd01188_e': 0.0806843393980739, 'EX_cpd00357_e': 0.930859301206076, 'EX_cpd00136_e': 0.0806843393980739, 'EX_cpd03847_e': 0.0806843393980739, 'EX_cpd01080_e': 0.0806843393980739, 'EX_cpd03422_e': 0.0806843393980739, 'EX_cpd00010_e': 0.0806843393980739, 'EX_cpd00264_e': 0.0806843393980739, 'EX_cpd11606_e': 0.0806843393980739, 'EX_cpd00069_e': 0.0806843393980739, 'EX_cpd00060_e': 0.0806843393980739, 'EX_cpd00305_e': 0.0806843393980739}"
B. vulgatus_gapfilled_95,"{'EX_cpd00635_e': 0.9016601964504947, 'EX_cpd00023_e': 0.9016601964508456, 'EX_cpd00224_e': 0.9016601964508456, 'EX_cpd11595_e': 0.9016601964504947, 'EX_cpd01217_e': 0.9016601964508456, 'EX_cpd00027_e': 0.9016601964504947, 'EX_cpd01171_e': 0.9016601964504947, 'EX_cpd00154_e': 0.9016601964504947, 'EX_cpd08306_e': 0.9016601964504947, 'EX_cpd00164_e': 0.9016601964504947, 'EX_cpd00309_e': 0.9016601964504947, 'EX_cpd00280_e': 0.9016601964504947, 'EX_cpd00108_e': 0.9016601964504947, 'EX_cpd00159_e': 0.9016601964504947, 'EX_cpd00540_e': 0.9016601964504947, 'EX_cpd11597_e': 0.9016601964504947, 'EX_cpd08305_e': 0.9016601964504947, 'EX_cpd00396_e': 0.9016601964504947, 'EX_cpd00039_e': 0.9016601964504947, 'EX_cpd00011_e': 0.9016601964504947, 'EX_cpd00322_e': 0.9016601964504947, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504947, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504947, 'EX_cpd00357_e': 2.6966217948701154, 'EX_cpd00136_e': 0.9016601964504947, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504947, 'EX_cpd00010_e': 0.9016601964504947, 'EX_cpd00264_e': 0.9016601964504947, 'EX_cpd11606_e': 0.9016601964504947, 'EX_cpd00069_e': 0.9016601964504947, 'EX_cpd00060_e': 0.9016601964504947, 'EX_cpd00305_e': 0.9016601964504947}"
B. vulgatus_gapfilled_96,"{'EX_cpd00635_e': 0.19700992143540041, 'EX_cpd00023_e': 0.19700992143569615, 'EX_cpd00224_e': 0.19700992143545792, 'EX_cpd11595_e': 0.19700992143540041, 'EX_cpd01217_e': 0.19700992143727708, 'EX_cpd00027_e': 0.19700992143540041, 'EX_cpd01171_e': 0.19700992143540041, 'EX_cpd00154_e': 0.19700992143540041, 'EX_cpd08306_e': 0.19700992143540041, 'EX_cpd00164_e': 0.19700992143540041, 'EX_cpd00309_e': 0.19700992143540041, 'EX_cpd00280_e': 0.19700992143540041, 'EX_cpd00108_e': 0.19700992143540041, 'EX_cpd00159_e': 0.19700992143532212, 'EX_cpd00540_e': 0.19700992143540041, 'EX_cpd11597_e': 0.19700992143540041, 'EX_cpd08305_e': 0.19700992143540041, 'EX_cpd00396_e': 0.19700992143540041, 'EX_cpd00039_e': 0.19700992143540041, 'EX_cpd00011_e': 0.19700992143540041, 'EX_cpd00322_e': 0.19700992143535292, 'EX_cpd00111_e': 0.19700992143540041, 'EX_cpd00028_e': 0.19700992143540041, 'EX_cpd00066_e': 0.19700992143540041, 'EX_cpd01188_e': 0.19700992143540041, 'EX_cpd00357_e': 0.19700992143242294, 'EX_cpd00136_e': 0.19700992143540041, 'EX_cpd03847_e': 0.19700992143540041, 'EX_cpd01080_e': 0.9016601964488491, 'EX_cpd03422_e': 0.19700992143540041, 'EX_cpd00010_e': 0.19700992143540041, 'EX_cpd00264_e': 0.19700992143535292, 'EX_cpd11606_e': 0.19700992143535292, 'EX_cpd00069_e': 0.19700992143540041, 'EX_cpd00060_e': 0.19700992143540041, 'EX_cpd00305_e': 0.19700992143535292}"
B. vulgatus_gapfilled_97,"{'EX_cpd00635_e': 0.9016601964515836, 'EX_cpd00023_e': 0.9016601964106938, 'EX_cpd00224_e': 0.9016601964278471, 'EX_cpd11595_e': 0.9016601964515836, 'EX_cpd01217_e': 0.9016601964037885, 'EX_cpd00027_e': 0.9016601964504948, 'EX_cpd01171_e': 0.9016601964504948, 'EX_cpd00154_e': 0.9016601964504948, 'EX_cpd08306_e': 0.9016601964504947, 'EX_cpd00164_e': 0.9016601964504947, 'EX_cpd00309_e': 0.9016601964504947, 'EX_cpd00280_e': 0.9016601964504947, 'EX_cpd00108_e': 0.9016601964504947, 'EX_cpd00159_e': 0.901660196450494, 'EX_cpd00540_e': 0.9016601964504947, 'EX_cpd11597_e': 0.9016601964504947, 'EX_cpd08305_e': 0.9016601964504947, 'EX_cpd00396_e': 0.9016601964504947, 'EX_cpd00039_e': 0.9016601964504947, 'EX_cpd00011_e': 0.9016601964504947, 'EX_cpd00322_e': 0.9016601964493681, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504947, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504947, 'EX_cpd00357_e': 1.0248960098605981, 'EX_cpd00136_e': 0.9016601964504947, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504947, 'EX_cpd00010_e': 0.9016601964504947, 'EX_cpd00264_e': 0.9016601964504929, 'EX_cpd11606_e': 0.9016601964504929, 'EX_cpd00069_e': 0.9016601964504947, 'EX_cpd00060_e': 0.9016601964504947, 'EX_cpd00305_e': 0.9016601964504929}"
B. vulgatus_gapfilled_98,"{'EX_cpd00635_e': 0.3080063093759565, 'EX_cpd00023_e': 0.30800630932376455, 'EX_cpd00224_e': 0.30800630939860346, 'EX_cpd11595_e': 0.3080063093759565, 'EX_cpd01217_e': 0.3080063093955739, 'EX_cpd00027_e': 0.3080063093729353, 'EX_cpd01171_e': 0.30800630937615275, 'EX_cpd00154_e': 0.30800630937470097, 'EX_cpd08306_e': 0.30800630937615275, 'EX_cpd00164_e': 0.30800630937615275, 'EX_cpd00309_e': 0.3080063093739162, 'EX_cpd00280_e': 0.3080063093653628, 'EX_cpd00108_e': 0.3080063093653628, 'EX_cpd00159_e': 0.3080063093166057, 'EX_cpd00540_e': 0.3080063093653628, 'EX_cpd11597_e': 0.3080063093653628, 'EX_cpd08305_e': 0.3080063093653628, 'EX_cpd00396_e': 0.3080063093653628, 'EX_cpd00039_e': 0.3080063093653628, 'EX_cpd00011_e': 0.3080063093653628, 'EX_cpd00322_e': 0.30800630895016473, 'EX_cpd00111_e': 0.3080063093653628, 'EX_cpd00028_e': 0.3080063093692079, 'EX_cpd00066_e': 0.3080063093653628, 'EX_cpd01188_e': 0.3080063093653628, 'EX_cpd00357_e': 0.3080063091953566, 'EX_cpd00136_e': 0.3080063093653628, 'EX_cpd03847_e': 0.30800630936567663, 'EX_cpd01080_e': 2.696621794870849, 'EX_cpd03422_e': 0.3080063093653628, 'EX_cpd00010_e': 0.3080063093653628, 'EX_cpd00264_e': 0.30800630895016473, 'EX_cpd11606_e': 0.30800630895016473, 'EX_cpd00069_e': 0.3080063093653628, 'EX_cpd00060_e': 0.3080063093653628, 'EX_cpd00305_e': 0.30800630895016473}"
B. vulgatus_gapfilled_99,"{'EX_cpd00635_e': 0.6536739717390511, 'EX_cpd00023_e': 0.6536739717438249, 'EX_cpd00224_e': 0.6536739717441643, 'EX_cpd11595_e': 0.6536739717390511, 'EX_cpd01217_e': 0.6536739717441646, 'EX_cpd00027_e': 0.6536739717407711, 'EX_cpd01171_e': 0.6536739717390511, 'EX_cpd00154_e': 0.6536739717390511, 'EX_cpd08306_e': 0.6536739717390511, 'EX_cpd00164_e': 0.6536739717390511, 'EX_cpd00309_e': 0.65367397173957, 'EX_cpd00280_e': 0.6536739717398535, 'EX_cpd00108_e': 0.6536739717398535, 'EX_cpd00159_e': 0.6536739717441661, 'EX_cpd00540_e': 0.6536739717398535, 'EX_cpd11597_e': 0.6536739717398535, 'EX_cpd08305_e': 0.6536739717398535, 'EX_cpd00396_e': 0.6536739717398535, 'EX_cpd00039_e': 0.6536739717398535, 'EX_cpd00011_e': 0.6536739717398535, 'EX_cpd00322_e': 0.9016601964505422, 'EX_cpd00111_e': 0.6536739717398535, 'EX_cpd00028_e': 0.6536739717398535, 'EX_cpd00066_e': 0.6536739717398535, 'EX_cpd01188_e': 0.6536739717398535, 'EX_cpd00357_e': 0.6536739717402804, 'EX_cpd00136_e': 0.6536739717398535, 'EX_cpd03847_e': 0.6536739717398535, 'EX_cpd01080_e': 0.6536739717398727, 'EX_cpd03422_e': 0.6536739717398535, 'EX_cpd00010_e': 0.6536739717398535, 'EX_cpd00264_e': 0.6536739717424053, 'EX_cpd11606_e': 0.6536739717424053, 'EX_cpd00069_e': 0.6536739717398535, 'EX_cpd00060_e': 0.6536739717408769, 'EX_cpd00305_e': 0.6536739717424053}"
